0,000869	-0,0134
0,001738	-0,0125
0,002607	-0,0134
0,003476	-0,0131
0,004345	-0,0137
0,005214	-0,0128
0,006083	-0,0095
0,006952	-0,0110
0,007821	-0,0122
0,008690	-0,0119
0,009559	-0,0113
0,010428	-0,0089
0,011297	-0,0128
0,012166	-0,0131
0,013035	-0,0131
0,013904	-0,0128
0,014773	-0,0119
0,015642	-0,0119
0,016511	-0,0137
0,017380	-0,0125
0,018249	-0,0125
0,019118	-0,0079
0,019987	-0,0110
0,020856	-0,0122
0,021725	-0,0119
0,022594	-0,0134
0,023463	-0,0122
0,024332	-0,0137
0,025201	-0,0165
0,026070	-0,0174
0,026939	-0,0125
0,027808	-0,0131
0,028677	-0,0156
0,029546	-0,0119
0,030415	-0,0128
0,031284	-0,0122
0,032153	-0,0128
0,033022	-0,0131
0,033891	-0,0131
0,034760	-0,0116
0,035629	-0,0156
0,036498	-0,0092
0,037367	-0,0116
0,038236	-0,0134
0,039105	-0,0110
0,039974	-0,0140
0,040843	-0,0119
0,041712	-0,0119
0,042581	-0,0128
0,043450	-0,0134
0,044319	-0,0131
0,045188	-0,0137
0,046057	-0,0128
0,046926	-0,0122
0,047795	-0,0125
0,048664	-0,0150
0,049533	-0,0089
0,050402	-0,0113
0,051271	-0,0128
0,052140	-0,0128
0,053009	-0,0131
0,053878	-0,0128
0,054747	-0,0128
0,055616	-0,0137
0,056485	-0,0122
0,057354	-0,0131
0,058223	-0,0116
0,059092	-0,0082
0,059961	-0,0113
0,060830	-0,0113
0,061699	-0,0131
0,062568	-0,0131
0,063437	-0,0131
0,064306	-0,0122
0,065175	-0,0150
0,066044	-0,0122
0,066913	-0,0122
0,067782	-0,0125
0,068651	-0,0137
0,069520	-0,0153
0,070389	-0,0192
0,071258	-0,0134
0,072127	-0,0131
0,072996	-0,0125
0,073865	-0,0125
0,074734	-0,0125
0,075603	-0,0122
0,076472	-0,0153
0,077341	-0,0153
0,078210	-0,0116
0,079079	-0,0156
0,079948	-0,0092
0,080817	-0,0095
0,081686	-0,0134
0,082555	-0,0128
0,083424	-0,0134
0,084293	-0,0131
0,085162	-0,0140
0,086031	-0,0137
0,086900	-0,0143
0,087769	-0,0177
0,088638	-0,0076
0,089507	-0,0137
0,090376	-0,0128
0,091245	-0,0128
0,092114	-0,0131
0,092983	-0,0125
0,093852	-0,0131
0,094721	-0,0131
0,095590	-0,0137
0,096459	-0,0146
0,097328	-0,0137
0,098197	-0,0162
0,099066	-0,0162
0,099935	-0,0125
0,100804	-0,0137
0,101673	-0,0134
0,102542	-0,0122
0,103411	-0,0125
0,104280	-0,0137
0,105149	-0,0171
0,106018	-0,0125
0,106887	-0,0110
0,107756	-0,0159
0,108625	-0,0143
0,109494	-0,0143
0,110363	-0,0159
0,111232	-0,0134
0,112101	-0,0128
0,112970	-0,0128
0,113839	-0,0131
0,114708	-0,0125
0,115577	-0,0137
0,116446	-0,0128
0,117315	-0,0125
0,118184	-0,0113
0,119053	-0,0137
0,119922	-0,0131
0,120791	-0,0125
0,121660	-0,0131
0,122529	-0,0134
0,123398	-0,0131
0,124267	-0,0140
0,125136	-0,0150
0,126005	-0,0125
0,126874	-0,0122
0,127743	-0,0140
0,128612	-0,0125
0,129481	-0,0146
0,130350	-0,0165
0,131219	-0,0131
0,132088	-0,0125
0,132957	-0,0131
0,133826	-0,0122
0,134695	-0,0125
0,135564	-0,0153
0,136433	-0,0134
0,137302	-0,0125
0,138171	-0,0137
0,139040	-0,0137
0,139909	-0,0159
0,140778	-0,0125
0,141647	-0,0131
0,142516	-0,0125
0,143385	-0,0125
0,144254	-0,0128
0,145123	-0,0137
0,145992	-0,0153
0,146861	-0,0131
0,147730	-0,0143
0,148599	-0,0150
0,149468	-0,0140
0,150337	-0,0204
0,151206	-0,0140
0,152075	-0,0134
0,152944	-0,0131
0,153813	-0,0137
0,154682	-0,0125
0,155551	-0,0168
0,156420	-0,0131
0,157289	-0,0131
0,158158	-0,0140
0,159027	-0,0119
0,159896	-0,0150
0,160765	-0,0140
0,161634	-0,0137
0,162503	-0,0131
0,163372	-0,0128
0,164241	-0,0137
0,165110	-0,0140
0,165979	-0,0113
0,166848	-0,0125
0,167717	-0,0125
0,168586	-0,0125
0,169455	-0,0125
0,170324	-0,0104
0,171193	-0,0128
0,172062	-0,0125
0,172931	-0,0125
0,173800	-0,0131
0,174669	-0,0131
0,175538	-0,0122
0,176407	-0,0131
0,177276	-0,0134
0,178145	-0,0125
0,179014	-0,0125
0,179883	-0,0159
0,180752	-0,0128
0,181621	-0,0131
0,182490	-0,0125
0,183359	-0,0125
0,184228	-0,0128
0,185097	-0,0153
0,185966	-0,0168
0,186835	-0,0128
0,187704	-0,0125
0,188573	-0,0116
0,189442	-0,0150
0,190311	-0,0137
0,191180	-0,0131
0,192049	-0,0125
0,192918	-0,0128
0,193787	-0,0128
0,194656	-0,0131
0,195525	-0,0122
0,196394	-0,0119
0,197263	-0,0119
0,198132	-0,0119
0,199001	-0,0140
0,199870	-0,0180
0,200739	-0,0119
0,201608	-0,0140
0,202477	-0,0137
0,203346	-0,0134
0,204215	-0,0128
0,205084	-0,0140
0,205953	-0,0131
0,206822	-0,0131
0,207691	-0,0119
0,208560	-0,0140
0,209429	-0,0122
0,210298	-0,0134
0,211167	-0,0128
0,212036	-0,0134
0,212905	-0,0128
0,213774	-0,0128
0,214643	-0,0128
0,215512	-0,0122
0,216381	-0,0110
0,217250	-0,0137
0,218119	-0,0128
0,218988	-0,0131
0,219857	-0,0146
0,220726	-0,0107
0,221595	-0,0134
0,222464	-0,0125
0,223333	-0,0134
0,224202	-0,0128
0,225071	-0,0140
0,225940	-0,0128
0,226809	-0,0092
0,227678	-0,0128
0,228547	-0,0122
0,229416	-0,0119
0,230285	-0,0119
0,231154	-0,0128
0,232023	-0,0128
0,232892	-0,0131
0,233761	-0,0131
0,234630	-0,0128
0,235499	-0,0140
0,236368	-0,0122
0,237237	-0,0137
0,238106	-0,0128
0,238975	-0,0113
0,239844	-0,0137
0,240713	-0,0119
0,241582	-0,0131
0,242451	-0,0134
0,243320	-0,0125
0,244189	-0,0131
0,245058	-0,0146
0,245927	-0,0137
0,246796	-0,0153
0,247665	-0,0137
0,248534	-0,0122
0,249403	-0,0131
0,250272	-0,0119
0,251141	-0,0119
0,252010	-0,0128
0,252879	-0,0128
0,253748	-0,0128
0,254617	-0,0131
0,255486	-0,0131
0,256355	-0,0140
0,257224	-0,0116
0,258093	-0,0125
0,258962	-0,0122
0,259831	-0,0098
0,260700	-0,0137
0,261569	-0,0122
0,262438	-0,0131
0,263307	-0,0119
0,264176	-0,0131
0,265045	-0,0137
0,265914	-0,0125
0,266783	-0,0116
0,267652	-0,0171
0,268521	-0,0119
0,269390	-0,0134
0,270259	-0,0098
0,271128	-0,0125
0,271997	-0,0131
0,272866	-0,0128
0,273735	-0,0119
0,274604	-0,0131
0,275473	-0,0122
0,276342	-0,0128
0,277211	-0,0168
0,278080	-0,0137
0,278949	-0,0116
0,279818	-0,0128
0,280687	-0,0098
0,281556	-0,0131
0,282425	-0,0131
0,283294	-0,0137
0,284163	-0,0134
0,285032	-0,0150
0,285901	-0,0119
0,286770	-0,0128
0,287639	-0,0125
0,288508	-0,0110
0,289377	-0,0107
0,290246	-0,0165
0,291115	-0,0116
0,291984	-0,0128
0,292853	-0,0134
0,293722	-0,0128
0,294591	-0,0137
0,295460	-0,0146
0,296329	-0,0128
0,297198	-0,0140
0,298067	-0,0116
0,298936	-0,0131
0,299805	-0,0128
0,300674	-0,0131
0,301543	-0,0125
0,302412	-0,0119
0,303281	-0,0128
0,304150	-0,0122
0,305019	-0,0122
0,305888	-0,0119
0,306757	-0,0116
0,307626	-0,0092
0,308495	-0,0134
0,309364	-0,0131
0,310233	-0,0156
0,311102	-0,0122
0,311971	-0,0119
0,312840	-0,0128
0,313709	-0,0131
0,314578	-0,0131
0,315447	-0,0101
0,316316	-0,0134
0,317185	-0,0128
0,318054	-0,0128
0,318923	-0,0177
0,319792	-0,0143
0,320661	-0,0146
0,321530	-0,0134
0,322399	-0,0137
0,323268	-0,0134
0,324137	-0,0137
0,325006	-0,0143
0,325875	-0,0137
0,326744	-0,0128
0,327613	-0,0116
0,328482	-0,0165
0,329351	-0,0128
0,330220	-0,0140
0,331089	-0,0146
0,331958	-0,0131
0,332827	-0,0125
0,333696	-0,0128
0,334565	-0,0122
0,335434	-0,0110
0,336303	-0,0137
0,337172	-0,0134
0,338041	-0,0137
0,338910	-0,0153
0,339779	-0,0082
0,340648	-0,0110
0,341517	-0,0137
0,342386	-0,0128
0,343255	-0,0122
0,344124	-0,0128
0,344993	-0,0159
0,345862	-0,0104
0,346731	-0,0125
0,347600	-0,0137
0,348469	-0,0107
0,349338	-0,0122
0,350207	-0,0107
0,351076	-0,0122
0,351945	-0,0134
0,352814	-0,0128
0,353683	-0,0125
0,354552	-0,0125
0,355421	-0,0107
0,356290	-0,0128
0,357159	-0,0131
0,358028	-0,0131
0,358897	-0,0128
0,359766	-0,0134
0,360635	-0,0137
0,361504	-0,0134
0,362373	-0,0134
0,363242	-0,0134
0,364111	-0,0140
0,364980	-0,0134
0,365849	-0,0140
0,366718	-0,0125
0,367587	-0,0128
0,368456	-0,0134
0,369325	-0,0146
0,370194	-0,0110
0,371063	-0,0143
0,371932	-0,0125
0,372801	-0,0125
0,373670	-0,0131
0,374539	-0,0131
0,375408	-0,0101
0,376277	-0,0146
0,377146	-0,0146
0,378015	-0,0128
0,378884	-0,0143
0,379753	-0,0156
0,380622	-0,0113
0,381491	-0,0110
0,382360	-0,0128
0,383229	-0,0116
0,384098	-0,0128
0,384967	-0,0134
0,385836	-0,0125
0,386705	-0,0125
0,387574	-0,0128
0,388443	-0,0113
0,389312	-0,0085
0,390181	-0,0165
0,391050	-0,0131
0,391919	-0,0128
0,392788	-0,0122
0,393657	-0,0128
0,394526	-0,0128
0,395395	-0,0092
0,396264	-0,0125
0,397133	-0,0131
0,398002	-0,0128
0,398871	-0,0107
0,399740	-0,0107
0,400609	-0,0104
0,401478	-0,0128
0,402347	-0,0137
0,403216	-0,0128
0,404085	-0,0125
0,404954	-0,0137
0,405823	-0,0125
0,406692	-0,0122
0,407561	-0,0165
0,408430	-0,0125
0,409299	-0,0125
0,410168	-0,0122
